Date,Region,thermal_actual,thermal_est,nuclear_actual,nuclear_est,hydro_actual,hydro_est
2017-11-19,Western,1133.28,1138.78,25.17,16.89,45.87,21.81
2017-11-19,Southern,609.54,575.62,47.83,55.29,72.56,43.54
2017-11-19,Eastern,474.02,408.93,nan,nan,36.75,28.96
2017-11-19,NorthEastern,29.11,32.41,nan,nan,12.92,15.5
2017-11-20,Northern,584.12,585.78,21.3,37.2,117.5,110.1
2017-11-20,Western,1100.91,1154.1,25.17,16.88,45.87,21.09
2017-11-20,Southern,598.75,573.96,47.83,54.49,72.56,55.53
2017-11-20,Eastern,474.02,420.4,nan,nan,36.75,32.16
2017-11-20,NorthEastern,29.11,32.42,nan,nan,12.92,15.28
2017-11-21,Northern,584.12,594.4,21.3,37.31,117.5,105.64
2017-11-21,Western,1100.91,1174.37,25.17,29.78,45.87,21.12
2017-11-21,Southern,598.75,583.45,47.83,61.76,72.56,48.78
2017-11-21,Eastern,473.52,410.35,nan,nan,36.75,30.49
2017-11-21,NorthEastern,29.11,32.62,nan,nan,12.92,14.83
2017-11-22,Northern,581.44,597.21,21.3,37.26,117.5,104.61
2017-11-22,Western,1100.91,1169.4,25.17,29.81,45.87,20.34
2017-11-22,Southern,598.75,590.17,47.83,69.36,72.56,51.21
2017-11-22,Eastern,466.65,420.88,nan,nan,36.75,29.41
2017-11-22,NorthEastern,29.11,28.91,nan,nan,12.92,16.18
2017-11-23,Northern,599.94,604.12,21.3,37.3,117.5,101.82
2017-11-23,Western,1100.91,1170.22,25.17,29.82,45.87,18.03
2017-11-23,Southern,598.75,581.31,47.83,69.64,72.56,52.3
2017-11-23,Eastern,466.65,435.01,nan,nan,36.75,27.27
2017-11-23,NorthEastern,29.11,29.42,nan,nan,12.92,14.8
2017-11-24,Northern,599.94,588.53,21.3,37.36,117.5,101.16
2017-11-24,Western,1100.91,1183.26,25.17,29.82,45.87,17.53
2017-11-24,Southern,598.75,601.36,47.83,72.08,72.56,60.38
2017-11-24,Eastern,466.65,450.88,nan,nan,36.75,26.97
2017-11-24,NorthEastern,29.11,29.45,nan,nan,12.92,15.56
2017-11-25,Northern,599.29,589.85,21.3,37.29,117.5,102.87
2017-11-25,Western,1100.91,1169.33,25.17,29.82,45.87,17.92
2017-11-25,Southern,598.75,586.54,47.83,69.69,72.56,52.11
2017-11-25,Eastern,471.95,433.39,nan,nan,36.75,27.75
2017-11-25,NorthEastern,29.11,29.07,nan,nan,12.92,14.54
2017-11-26,Northern,601.84,568.87,21.3,37.29,117.5,102.31
2017-11-26,Western,1095.47,1136.79,25.17,29.81,45.87,13.98
2017-11-26,Southern,598.75,557.0,47.83,61.67,72.56,39.48
2017-11-26,Eastern,477.75,430.58,nan,nan,36.75,23.19
2017-11-26,NorthEastern,29.11,29.87,nan,nan,12.92,14.56
2017-11-27,Northern,612.19,571.62,21.3,37.18,117.5,108.48
2017-11-27,Western,1103.72,1175.93,25.17,29.8,45.87,25.8
2017-11-27,Southern,594.56,561.35,47.83,57.26,72.56,59.5
2017-11-27,Eastern,482.25,440.76,nan,nan,36.75,31.02
2017-11-27,NorthEastern,29.11,31.88,nan,nan,12.92,14.46
2017-11-28,Northern,614.85,594.04,21.3,37.16,117.5,104.92
2017-11-28,Western,1103.72,1174.72,25.17,29.86,45.87,35.41
2017-11-28,Southern,594.56,573.29,47.83,58.01,72.56,55.69
2017-11-28,Eastern,482.25,444.28,nan,nan,36.75,31.54
2017-11-28,NorthEastern,29.11,30.47,nan,nan,12.92,14.57
2017-11-29,Northern,615.5,592.63,21.3,37.14,117.5,107.18
2017-11-29,Western,1103.72,1157.82,25.17,29.85,45.87,36.74
2017-11-29,Southern,594.56,551.64,47.83,61.77,72.56,45.3
2017-11-29,Eastern,482.25,453.69,nan,nan,36.75,28.83
2017-11-29,NorthEastern,29.11,29.75,nan,nan,12.92,14.15
2017-11-30,Northern,618.83,598.02,21.3,37.15,117.5,106.8
2017-11-30,Western,1103.72,1159.77,25.17,29.9,45.87,19.92
2017-11-30,Southern,594.56,501.06,47.83,53.91,72.56,42.39
2017-11-30,Eastern,482.25,456.64,nan,nan,36.75,27.96
2017-11-30,NorthEastern,29.11,28.22,nan,nan,12.92,14.01
2017-12-01,Northern,607.52,597.34,24.7,37.14,105.23,105.2
2017-12-01,Western,1056.13,1139.89,25.16,29.89,42.27,22.09
2017-12-01,Southern,595.72,481.08,26.15,63.42,69.72,40.72
2017-12-01,Eastern,472.6,445.17,nan,nan,22.6,27.49
2017-12-01,NorthEastern,29.14,27.3,nan,nan,12.11,13.4
2017-12-02,Northern,607.5,602.44,24.7,36.3,105.23,109.52
2017-12-02,Western,1067.74,1130.34,25.16,29.87,42.27,20.27
2017-12-02,Southern,605.43,486.72,26.15,63.95,69.72,48.33
2017-12-02,Eastern,472.6,440.62,nan,nan,22.6,26.14
2017-12-02,NorthEastern,29.14,27.27,nan,nan,12.11,13.71
2017-12-03,Northern,607.5,577.35,24.7,37.2,105.23,105.76
2017-12-03,Western,1067.74,1106.24,25.16,29.86,42.27,19.6
2017-12-03,Southern,609.5,460.29,26.15,64.19,69.72,40.77
2017-12-03,Eastern,470.05,437.17,nan,nan,22.6,22.66
2017-12-03,NorthEastern,29.14,27.26,nan,nan,12.11,13.43
2017-12-04,Northern,620.86,589.21,24.7,37.25,105.23,107.08
2017-12-04,Western,1067.74,1116.18,25.16,29.84,42.27,19.57
2017-12-04,Southern,609.5,491.26,26.15,70.69,69.72,55.65
2017-12-04,Eastern,470.05,438.04,nan,nan,22.6,26.99
2017-12-04,NorthEastern,29.14,32.44,nan,nan,12.11,12.18
2017-12-05,Northern,620.86,570.21,24.7,37.57,105.23,107.37
2017-12-05,Western,1069.81,1046.71,25.16,29.8,42.27,20.17
2017-12-05,Southern,597.93,508.78,26.15,74.08,69.72,54.26
2017-12-05,Eastern,470.05,434.27,nan,nan,22.6,27.45
2017-12-05,NorthEastern,29.14,33.02,nan,nan,12.11,12.73
2017-12-06,Northern,633.15,562.75,24.7,37.32,105.23,106.81
2017-12-06,Western,1070.96,1075.48,25.16,28.45,42.27,21.11
2017-12-06,Southern,599.39,530.32,26.15,73.91,69.72,57.7
2017-12-06,Eastern,474.7,442.18,nan,nan,22.6,23.15
2017-12-06,NorthEastern,29.14,29.4,nan,nan,12.11,12.7
2017-12-07,Northern,633.15,573.74,24.7,37.08,105.23,105.97
2017-12-07,Western,1070.96,1111.76,25.16,29.15,42.27,20.05
2017-12-07,Southern,599.39,535.5,26.15,74.66,69.72,62.09
2017-12-07,Eastern,474.7,442.56,nan,nan,22.6,22.6
2017-12-07,NorthEastern,29.14,32.1,nan,nan,12.11,12.67
2017-12-08,Northern,633.15,587.37,24.7,37.39,105.23,107.21
2017-12-08,Western,1070.96,1159.01,25.16,29.67,42.27,16.7
2017-12-08,Southern,599.39,522.69,26.15,74.77,69.72,65.36
2017-12-08,Eastern,474.7,443.99,nan,nan,22.6,23.3
2017-12-08,NorthEastern,29.14,32.83,nan,nan,12.11,12.76
2017-12-09,Northern,633.15,594.68,24.7,37.34,105.23,108.66
2017-12-09,Western,1070.96,1153.35,25.16,29.76,42.27,23.89
2017-12-09,Southern,594.99,521.21,26.15,74.68,69.72,65.27
2017-12-09,Eastern,474.7,447.16,nan,nan,22.6,23.99
2017-12-09,NorthEastern,29.14,32.78,nan,nan,12.11,13.26
2017-12-10,Northern,623.9,577.47,24.7,37.39,105.23,107.53
2017-12-10,Western,1073.05,1123.38,25.16,29.86,42.27,18.8
2017-12-10,Southern,594.99,527.21,26.15,57.05,69.72,47.57
2017-12-10,Eastern,474.7,443.27,nan,nan,22.6,22.83
2017-12-10,NorthEastern,29.14,32.96,nan,nan,12.11,13.35
2017-12-11,Northern,623.9,583.99,30.6,37.27,105.23,105.93
2017-12-11,Western,1073.05,1123.08,25.16,29.9,42.27,26.25
2017-12-11,Southern,599.23,544.25,26.15,47.7,69.72,75.24
2017-12-11,Eastern,474.7,441.27,nan,nan,22.6,26.95
2017-12-11,NorthEastern,29.14,32.31,nan,nan,12.11,13.03
2017-12-12,Northern,623.9,546.3,30.6,37.36,105.23,115.39
2017-12-12,Western,1070.76,1151.5,25.16,29.75,42.27,21.73
2017-12-12,Southern,598.32,540.84,26.15,48.46,69.72,88.72
2017-12-12,Eastern,469.41,442.41,nan,nan,22.6,26.29
2017-12-12,NorthEastern,29.14,33.8,nan,nan,12.11,12.68
2017-12-13,Northern,634.95,598.09,30.6,37.49,105.23,118.86
2017-12-13,Western,1070.76,1186.99,25.16,29.84,42.27,21.05
2017-12-13,Southern,598.32,570.43,26.15,48.48,69.72,78.52
2017-12-13,Eastern,469.41,442.93,nan,nan,22.6,27.01
2017-12-13,NorthEastern,29.14,35.15,nan,nan,12.11,12.99
2017-12-14,Northern,636.29,602.29,30.6,37.44,105.23,112.38
2017-12-14,Western,1079.98,1151.45,25.16,29.97,42.27,23.42
2017-12-14,Southern,598.32,568.07,26.15,48.68,69.72,67.08
2017-12-14,Eastern,469.41,437.12,nan,nan,22.6,24.16
2017-12-14,NorthEastern,29.14,33.88,nan,nan,12.11,13.06
2017-12-15,Northern,624.65,630.2,30.6,37.53,105.23,113.07
2017-12-15,Western,1079.98,1128.08,25.16,29.97,42.27,22.06
2017-12-15,Southern,598.32,556.5,26.15,48.7,69.72,58.85
2017-12-15,Eastern,465.98,439.79,nan,nan,22.6,25.25
2017-12-15,NorthEastern,29.14,33.5,nan,nan,12.11,13.44
2017-12-16,Northern,625.32,627.48,30.6,37.65,105.23,112.36
2017-12-16,Western,1079.98,1096.61,25.16,29.96,42.27,17.93
2017-12-16,Southern,614.83,514.25,45.4,48.7,69.72,47.88
2017-12-16,Eastern,465.98,437.33,nan,nan,22.6,21.17
2017-12-16,NorthEastern,29.14,32.58,nan,nan,12.11,12.78
2017-12-17,Northern,625.32,613.2,30.6,37.71,105.23,106.82
2017-12-17,Western,1079.98,1097.81,25.16,29.91,42.27,13.36
2017-12-17,Southern,614.83,475.08,45.4,48.77,69.72,38.28
2017-12-17,Eastern,461.9,438.66,nan,nan,22.6,19.21
2017-12-17,NorthEastern,29.14,27.01,nan,nan,12.11,13.02
2017-12-18,Northern,625.32,614.91,30.6,37.49,105.23,112.15
2017-12-18,Western,1079.98,1133.85,25.16,29.9,42.27,20.96
2017-12-18,Southern,615.76,525.67,45.4,48.77,69.72,55.63
2017-12-18,Eastern,464.4,447.33,nan,nan,22.6,22.61
2017-12-18,NorthEastern,29.14,30.84,nan,nan,12.11,12.23
2017-12-19,Northern,625.32,640.52,30.6,32.04,105.23,110.88
2017-12-19,Western,1079.98,1130.2,25.16,29.9,42.27,22.79
2017-12-19,Southern,615.76,533.09,45.4,47.67,69.72,53.58
2017-12-19,Eastern,464.19,454.5,nan,nan,22.6,22.73
2017-12-19,NorthEastern,29.14,32.01,nan,nan,12.11,12.31
2017-12-20,Northern,625.32,643.44,30.6,32.13,105.23,113.97
2017-12-20,Western,1074.69,1164.43,25.16,29.89,42.27,18.14
2017-12-20,Southern,623.26,541.79,45.4,47.84,69.72,62.22
2017-12-20,Eastern,464.19,454.44,nan,nan,22.6,23.61
2017-12-20,NorthEastern,29.14,30.19,nan,nan,12.11,12.34
2017-12-21,Northern,625.32,637.23,30.6,31.98,105.23,112.7
2017-12-21,Western,1080.14,1165.67,25.16,29.88,42.27,18.88
2017-12-21,Southern,627.22,545.99,45.4,47.81,69.72,58.55
2017-12-21,Eastern,464.19,451.96,nan,nan,22.6,23.94
2017-12-21,NorthEastern,29.14,30.24,nan,nan,12.11,11.49
2017-12-22,Northern,627.92,641.87,30.6,31.97,105.23,113.39
2017-12-22,Western,1082.43,1187.66,25.16,29.86,42.27,17.34
2017-12-22,Southern,627.22,540.52,45.4,48.43,69.72,60.99
2017-12-22,Eastern,464.19,453.63,nan,nan,22.6,24.72
2017-12-22,NorthEastern,29.14,29.98,nan,nan,12.11,11.51
2017-12-23,Northern,627.92,627.57,30.6,32.02,105.23,116.47
2017-12-23,Western,1082.43,1205.77,25.16,29.86,42.27,20.1
2017-12-23,Southern,627.22,520.38,45.4,63.13,69.72,54.58
2017-12-23,Eastern,466.74,454.66,nan,nan,22.6,26.85
2017-12-23,NorthEastern,29.14,30.12,nan,nan,12.11,11.57
2017-12-24,Northern,627.92,612.07,30.6,32.14,105.23,112.27
2017-12-24,Western,1082.43,1193.93,25.16,29.9,42.27,17.62
2017-12-24,Southern,627.22,488.45,45.4,69.59,69.72,41.18
2017-12-24,Eastern,462.04,450.14,nan,nan,22.6,25.19
2017-12-24,NorthEastern,29.14,29.35,nan,nan,12.11,11.57
2017-12-25,Northern,627.92,622.44,30.6,32.1,105.23,111.82
2017-12-25,Western,1082.43,1190.83,25.16,29.84,42.27,16.84
2017-12-25,Southern,627.22,517.09,45.4,70.34,69.72,46.13
2017-12-25,Eastern,462.04,449.95,nan,nan,22.6,25.15
2017-12-25,NorthEastern,29.14,34.54,nan,nan,12.11,10.69
2017-12-26,Northern,630.59,651.47,30.6,32.05,105.23,117.61
2017-12-26,Western,1095.43,1199.41,25.16,27.73,42.27,20.01
2017-12-26,Southern,627.22,537.83,45.4,70.36,69.72,52.87
2017-12-26,Eastern,471.71,456.19,nan,nan,22.6,22.99
2017-12-26,NorthEastern,29.14,33.0,nan,nan,12.11,10.97
2017-12-27,Northern,628.09,656.3,30.6,32.02,105.23,115.4
2017-12-27,Western,1108.92,1209.83,25.16,26.06,42.27,18.35
2017-12-27,Southern,627.22,513.31,45.4,71.27,69.72,47.84
2017-12-27,Eastern,471.71,465.62,nan,nan,22.6,23.07
2017-12-27,NorthEastern,29.14,28.46,nan,nan,12.11,10.57
2017-12-28,Northern,630.77,644.03,30.6,31.99,105.23,113.79
2017-12-28,Western,1114.67,1201.15,25.16,26.19,42.27,17.57
2017-12-28,Southern,627.22,538.66,45.4,71.41,69.72,47.96
2017-12-28,Eastern,471.71,459.73,nan,nan,22.6,22.53
2017-12-28,NorthEastern,29.14,30.83,nan,nan,12.11,9.83
2017-12-29,Northern,630.77,631.3,30.6,31.97,105.23,114.63
2017-12-29,Western,1114.67,1206.22,25.16,26.19,42.27,20.34
2017-12-29,Southern,627.22,550.12,45.4,71.44,69.72,49.3
2017-12-29,Eastern,471.71,460.81,nan,nan,22.6,23.64
2017-12-29,NorthEastern,29.14,31.17,nan,nan,12.11,9.62
2017-12-30,Northern,630.77,631.8,30.6,32.01,105.23,113.63
2017-12-30,Western,1114.67,1186.15,25.16,26.21,42.27,18.51
2017-12-30,Southern,631.62,562.95,45.4,71.36,69.72,51.6
2017-12-30,Eastern,471.71,450.0,nan,nan,22.6,25.34
2017-12-30,NorthEastern,29.14,35.21,nan,nan,12.11,8.76
2017-12-31,Northern,633.37,626.54,30.6,32.52,105.23,108.8
2017-12-31,Western,1114.67,1161.67,25.16,26.14,42.27,16.3
2017-12-31,Southern,631.62,541.31,45.4,71.35,69.72,39.09
2017-12-31,Eastern,474.71,446.42,nan,nan,22.6,22.85
2017-12-31,NorthEastern,29.14,35.71,nan,nan,12.11,9.17
2018-01-01,Northern,626.6,625.16,30.31,32.09,96.18,110.0
2018-01-01,Western,1127.88,1152.31,25.19,26.14,41.22,19.88
2018-01-01,Southern,638.77,556.72,45.38,72.8,70.04,42.45
2018-01-01,Eastern,478.58,435.94,nan,nan,21.76,21.87
2018-01-01,NorthEastern,31.88,35.76,nan,nan,11.28,8.56
2018-01-02,Northern,624.0,621.78,30.31,32.07,96.18,113.94
2018-01-02,Western,1127.88,1194.53,25.19,26.14,41.22,18.46
2018-01-02,Southern,635.44,569.41,45.38,76.08,70.04,51.42
2018-01-02,Eastern,476.31,454.95,nan,nan,21.76,19.36
2018-01-02,NorthEastern,31.88,36.26,nan,nan,11.28,8.66
2018-01-03,Northern,624.0,637.94,30.31,32.09,96.18,113.87
2018-01-03,Western,1127.88,1202.38,25.19,26.14,41.22,23.3
2018-01-03,Southern,635.44,580.01,45.38,76.17,70.04,49.04
2018-01-03,Eastern,476.31,465.11,nan,nan,21.76,18.29
2018-01-03,NorthEastern,31.88,36.06,nan,nan,11.28,8.17
2018-01-04,Northern,626.5,636.89,30.31,31.66,96.18,111.65
2018-01-04,Western,1127.88,1228.55,25.19,26.14,41.22,25.78
2018-01-04,Southern,635.44,577.0,45.38,75.21,70.04,51.68
2018-01-04,Eastern,476.31,470.32,nan,nan,21.76,21.19
2018-01-04,NorthEastern,31.88,35.25,nan,nan,11.28,8.34
2018-01-05,Northern,629.13,641.63,30.31,32.18,96.18,110.03
2018-01-05,Western,1127.88,1248.63,25.19,26.2,41.22,25.89
2018-01-05,Southern,635.44,583.69,45.38,76.49,70.04,47.2
2018-01-05,Eastern,476.31,469.49,nan,nan,21.76,24.36
2018-01-05,NorthEastern,31.88,30.75,nan,nan,11.28,8.43
2018-01-06,Northern,629.13,635.57,30.31,32.17,96.18,109.72
2018-01-06,Western,1117.67,1229.47,25.19,26.18,41.22,29.69
2018-01-06,Southern,636.9,592.77,45.38,76.64,70.04,52.58
2018-01-06,Eastern,480.54,448.04,nan,nan,21.76,23.1
2018-01-06,NorthEastern,31.88,30.47,nan,nan,11.28,8.33
2018-01-07,Northern,629.13,626.33,30.31,32.23,96.18,108.45
2018-01-07,Western,1114.84,1191.88,25.19,26.14,41.22,19.03
2018-01-07,Southern,636.9,556.09,45.38,76.59,70.04,43.33
2018-01-07,Eastern,480.54,438.99,nan,nan,21.76,21.02
2018-01-07,NorthEastern,31.88,33.04,nan,nan,11.28,8.03
2018-01-08,Northern,626.22,653.82,30.31,32.2,96.18,108.83
2018-01-08,Western,1114.84,1211.4,25.19,26.13,41.22,21.75
2018-01-08,Southern,636.9,565.57,45.38,72.19,70.04,47.98
2018-01-08,Eastern,480.54,451.27,nan,nan,21.76,21.11
2018-01-08,NorthEastern,31.88,33.83,nan,nan,11.28,8.84
2018-01-09,Northern,626.22,661.38,30.31,32.18,96.18,106.69
2018-01-09,Western,1114.84,1209.28,25.19,26.17,41.22,20.14
2018-01-09,Southern,640.68,581.51,45.38,65.15,70.04,44.86
2018-01-09,Eastern,494.84,460.03,nan,nan,21.76,23.0
2018-01-09,NorthEastern,31.88,34.13,nan,nan,11.28,8.61
2018-01-10,Northern,626.22,664.85,30.31,32.05,96.18,106.63
2018-01-10,Western,1109.51,1222.02,25.19,26.17,41.22,23.52
2018-01-10,Southern,636.85,574.2,45.38,65.06,70.04,46.91
2018-01-10,Eastern,494.84,463.6,nan,nan,21.76,19.18
2018-01-10,NorthEastern,31.88,34.24,nan,nan,11.28,8.28
2018-01-11,Northern,626.22,663.06,30.31,32.22,96.18,108.06
2018-01-11,Western,1115.41,1232.97,25.19,26.19,41.22,27.82
2018-01-11,Southern,636.85,583.78,45.38,65.01,70.04,59.76
2018-01-11,Eastern,494.4,453.23,nan,nan,21.76,25.26
2018-01-11,NorthEastern,31.88,32.43,nan,nan,11.28,8.37
2018-01-12,Northern,626.22,678.76,30.31,32.29,96.18,107.38
2018-01-12,Western,1115.41,1239.85,25.19,26.1,41.22,29.04
2018-01-12,Southern,636.85,588.67,45.38,65.91,70.04,66.23
2018-01-12,Eastern,494.4,456.59,nan,nan,21.76,25.64
2018-01-12,NorthEastern,31.88,32.81,nan,nan,11.28,8.15
2018-01-13,Northern,626.22,670.85,30.31,32.18,96.18,104.5
2018-01-13,Western,1125.62,1252.84,25.19,26.12,41.22,26.26
2018-01-13,Southern,636.85,570.54,45.38,68.55,70.04,57.51
2018-01-13,Eastern,494.4,475.49,nan,nan,21.76,27.84
2018-01-13,NorthEastern,31.88,32.63,nan,nan,11.28,8.22
2018-01-14,Northern,626.22,631.14,30.31,32.17,96.18,101.56
2018-01-14,Western,1125.62,1177.9,25.19,26.12,41.22,27.64
2018-01-14,Southern,636.85,497.81,45.38,70.92,70.04,43.51
2018-01-14,Eastern,494.4,460.84,nan,nan,21.76,24.24
2018-01-14,NorthEastern,31.88,32.51,nan,nan,11.28,8.04
2018-01-15,Northern,626.22,647.56,30.31,31.98,96.18,105.38
2018-01-15,Western,1125.62,1177.74,25.19,26.12,41.22,34.85
2018-01-15,Southern,636.85,499.73,45.38,68.35,70.04,55.61
2018-01-15,Eastern,494.84,460.45,nan,nan,21.76,19.32
2018-01-15,NorthEastern,31.88,33.18,nan,nan,11.28,8.4
2018-01-16,Northern,623.55,644.93,30.31,32.13,96.18,105.54
2018-01-16,Western,1125.62,1231.37,25.19,26.12,41.22,32.11
2018-01-16,Southern,636.85,529.73,45.38,60.63,70.04,71.0
2018-01-16,Eastern,494.84,475.27,nan,nan,21.76,22.7
2018-01-16,NorthEastern,31.88,33.47,nan,nan,11.28,6.96
2018-01-17,Northern,623.55,659.3,30.31,32.17,96.18,105.05
2018-01-17,Western,1125.62,1257.74,25.19,26.19,41.22,26.53
2018-01-17,Southern,636.85,541.54,45.38,61.55,70.04,71.06
2018-01-17,Eastern,484.15,490.72,nan,nan,21.76,20.24
2018-01-17,NorthEastern,31.88,33.53,nan,nan,11.28,7.18
2018-01-18,Northern,623.55,648.54,30.31,32.13,96.18,103.61
2018-01-18,Western,1125.62,1254.1,25.19,26.15,41.22,20.82
2018-01-18,Southern,636.85,536.01,45.38,61.55,70.04,69.2
2018-01-18,Eastern,484.15,492.04,nan,nan,21.76,24.34
2018-01-18,NorthEastern,31.88,31.99,nan,nan,11.28,7.45
2018-01-19,Northern,623.55,657.23,30.31,31.99,96.18,100.2
2018-01-19,Western,1125.62,1246.84,25.19,26.15,41.22,26.83
2018-01-19,Southern,636.85,540.79,45.38,60.66,70.04,69.36
2018-01-19,Eastern,484.15,486.65,nan,nan,21.76,23.98
2018-01-19,NorthEastern,31.88,31.43,nan,nan,11.28,7.58
2018-01-20,Northern,619.13,652.49,30.31,32.02,96.18,100.83
2018-01-20,Western,1125.62,1252.19,25.19,26.12,41.22,17.65
2018-01-20,Southern,636.85,528.85,45.38,60.69,70.04,77.78
2018-01-20,Eastern,484.15,487.57,nan,nan,21.76,23.02
2018-01-20,NorthEastern,31.88,32.79,nan,nan,11.28,7.48
2018-01-21,Northern,619.13,629.0,30.31,32.16,96.18,98.32
2018-01-21,Western,1125.62,1229.76,25.19,26.15,41.22,15.03
2018-01-21,Southern,636.85,507.0,45.38,60.85,70.04,54.31
2018-01-21,Eastern,484.15,483.46,nan,nan,21.76,20.39
2018-01-21,NorthEastern,31.88,32.93,nan,nan,11.28,7.14
2018-01-22,Northern,619.13,645.75,30.31,32.15,96.18,99.14
2018-01-22,Western,1125.62,1241.51,25.19,26.18,41.22,20.64
2018-01-22,Southern,638.65,521.46,45.38,61.16,70.04,76.09
2018-01-22,Eastern,486.42,490.75,nan,nan,21.76,21.86
2018-01-22,NorthEastern,31.88,31.81,nan,nan,11.28,7.58
2018-01-23,Northern,616.44,612.9,30.31,32.05,96.18,95.8
2018-01-23,Western,1125.62,1231.1,25.19,26.18,41.22,25.13
2018-01-23,Southern,638.65,541.55,45.38,64.58,70.04,81.67
2018-01-23,Eastern,486.42,493.79,nan,nan,21.76,22.28
2018-01-23,NorthEastern,31.88,32.09,nan,nan,11.28,7.32
2018-01-24,Northern,616.44,618.0,30.31,32.22,96.18,95.7
2018-01-24,Western,1125.62,1216.75,25.19,26.21,41.22,21.11
2018-01-24,Southern,636.46,570.3,45.38,63.98,70.04,75.45
2018-01-24,Eastern,486.42,497.51,nan,nan,21.76,22.35
2018-01-24,NorthEastern,31.88,31.83,nan,nan,11.28,7.58
2018-01-25,Northern,613.98,644.94,30.31,32.11,96.18,97.76
2018-01-25,Western,1119.83,1214.98,25.19,26.19,41.22,22.58
2018-01-25,Southern,636.46,596.86,45.38,65.11,70.04,59.37
2018-01-25,Eastern,486.42,491.14,nan,nan,21.76,24.93
2018-01-25,NorthEastern,31.88,31.95,nan,nan,11.28,7.57
2018-01-26,Northern,619.27,608.45,30.31,32.28,96.18,92.75
2018-01-26,Western,1123.66,1158.43,25.19,26.19,41.22,11.53
2018-01-26,Southern,636.46,567.09,45.38,64.7,70.04,48.46
2018-01-26,Eastern,486.42,471.99,nan,nan,21.76,21.15
2018-01-26,NorthEastern,31.88,30.49,nan,nan,11.28,8.22
2018-01-27,Northern,619.27,629.54,30.31,32.19,96.18,92.95
2018-01-27,Western,1127.26,1169.33,25.19,26.19,41.22,19.06
2018-01-27,Southern,636.46,591.65,45.38,66.04,70.04,55.74
2018-01-27,Eastern,483.54,481.14,nan,nan,21.76,22.94
2018-01-27,NorthEastern,31.88,32.4,nan,nan,11.28,8.21
2018-01-28,Northern,622.18,612.51,30.31,32.22,96.18,92.95
2018-01-28,Western,1127.26,1185.44,25.19,26.19,41.22,16.76
2018-01-28,Southern,636.46,568.36,45.38,71.56,70.04,43.99
2018-01-28,Eastern,483.54,484.25,nan,nan,21.76,22.39
2018-01-28,NorthEastern,31.88,32.71,nan,nan,11.28,8.28
2018-01-29,Northern,622.18,644.05,30.31,32.28,96.18,95.11
2018-01-29,Western,1127.26,1198.62,25.19,26.14,41.22,18.84
2018-01-29,Southern,640.29,586.52,45.38,74.56,70.04,52.86
2018-01-29,Eastern,483.54,483.73,nan,nan,21.76,23.58
2018-01-29,NorthEastern,31.88,28.29,nan,nan,11.28,8.01
2018-01-30,Northern,622.18,636.39,30.31,32.08,96.18,93.42
2018-01-30,Western,1127.26,1210.6,25.19,26.14,41.22,18.17
2018-01-30,Southern,640.29,574.39,45.38,73.78,70.04,60.06
2018-01-30,Eastern,483.54,476.47,nan,nan,21.76,22.26
2018-01-30,NorthEastern,31.88,33.29,nan,nan,11.28,7.38
2018-01-31,Northern,626.18,643.76,30.31,32.06,96.18,93.48
2018-01-31,Western,1127.26,1193.56,25.19,26.22,41.22,17.68
2018-01-31,Southern,640.29,574.81,45.38,71.16,70.04,59.1
2018-01-31,Eastern,483.54,497.16,nan,nan,21.76,20.99
2018-01-31,NorthEastern,31.88,34.13,nan,nan,11.28,7.57
2018-02-01,Northern,611.46,635.44,30.36,32.0,109.45,95.3
2018-02-01,Western,1143.81,1202.72,25.14,26.19,40.94,24.39
2018-02-01,Southern,642.31,571.51,45.43,70.46,82.8,41.16
2018-02-01,Eastern,489.39,507.35,nan,nan,25.1,19.21
2018-02-01,NorthEastern,31.93,33.47,nan,nan,10.24,6.97
2018-02-02,Northern,611.46,650.47,30.36,31.86,109.45,96.39
2018-02-02,Western,1143.81,1214.09,25.14,26.15,40.94,20.11
2018-02-02,Southern,642.31,568.66,45.43,70.27,82.8,46.99
2018-02-02,Eastern,489.39,499.88,nan,nan,25.1,20.99
2018-02-02,NorthEastern,31.93,33.76,nan,nan,10.24,6.78
2018-02-03,Northern,611.46,631.03,30.36,31.52,109.45,93.06
2018-02-03,Western,1149.12,1217.42,25.14,26.07,40.94,20.93
2018-02-03,Southern,642.31,554.89,45.43,70.31,82.8,48.2
2018-02-03,Eastern,485.39,492.35,nan,nan,25.1,25.11
2018-02-03,NorthEastern,31.93,34.41,nan,nan,10.24,6.28
2018-02-04,Northern,611.46,600.66,30.36,32.05,109.45,93.65
2018-02-04,Western,1149.12,1192.48,25.14,26.23,40.94,16.63
2018-02-04,Southern,642.31,518.87,45.43,70.32,82.8,35.04
2018-02-04,Eastern,485.39,474.38,nan,nan,25.1,21.0
2018-02-04,NorthEastern,31.93,32.97,nan,nan,10.24,7.39
2018-02-05,Northern,611.46,621.07,30.36,32.05,109.45,95.34
2018-02-05,Western,1149.12,1220.83,25.14,26.19,40.94,16.65
